INDEX-1	INDEX-2	TMP-PMI-VALUE	PMI-VALUE	TMP-ALT-PMI-VALUE	ALT-PMI-VALUE
266	1126	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
216	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1145	499	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1154	220	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
411	890	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	1274	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
2	1243	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
3	1212	81.7647060651	1.9125658798	0.9193121693	-0.0365369909
7	901	126.3636358007	2.1016221132	1.4300411523	0.1553485353
214	250	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
142	986	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1254	520	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
544	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1120	657	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
741	686	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	1107	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
181	1284	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
923	810	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1009	643	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
529	1282	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
24	385	347.5000050388	2.5409548152	4.0643274854	0.6089886942
6	943	126.3636358007	2.1016221132	1.4300411523	0.1553485353
46	1210	463.3333293178	2.6658935418	5.3256704981	0.7263742929
898	56	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1070	270	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
415	568	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1160	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1146	655	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1151	280	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1154	407	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1167	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
1264	221	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
411	86	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1136	139	695.0000100775	2.8419848109	8.1286549708	0.9100186899
527	1366	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
767	1376	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
14	893	198.5714294792	2.2979167622	2.2383252818	0.3499232001
1297	13	198.5714294792	2.2979167622	2.2712418301	0.3562633781
1262	1098	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1078	33	463.3333293178	2.6658935418	5.3256704981	0.7263742929
351	42	463.3333293178	2.6658935418	5.3256704981	0.7263742929
78	64	347.5000291900	2.5409548454	3.8504155125	0.5855075984
903	55	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
669	529	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
409	49	463.3333293178	2.6658935418	5.3256704981	0.7263742929
403	224	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
396	441	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1130	237	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
375	1114	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1071	371	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
323	1031	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
68	396	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1379	1025	1389.9999235500	3.1430147764	49.6428571429	1.6958567689
384	802	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
613	516	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
173	135	695.0000100775	2.8419848109	8.1286549708	0.9100186899
166	352	1389.9999235500	3.1430147764	46.3333333333	1.6658935455
72	217	695.0000100775	2.8419848109	8.1286549708	0.9100186899
52	837	463.3333293178	2.6658935418	5.3256704981	0.7263742929
177	66	695.0000100775	2.8419848109	8.1286549708	0.9100186899
170	239	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
904	13	397.1428313569	2.5989467277	5.1865671642	0.7148800062
1299	39	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1300	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
267	996	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
589	1216	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1138	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
406	175	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1092	1349	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1131	239	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1098	1262	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1014	752	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1013	783	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
307	141	695.0000100775	2.8419848109	8.1286549708	0.9100186899
356	30	463.3333293178	2.6658935418	6.4351851852	0.8085610491
1295	141	695.0000100775	2.8419848109	8.1286549708	0.9100186899
285	834	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
655	567	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
593	1081	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
636	1156	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
127	1176	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1325	994	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1356	33	463.3333293178	2.6658935418	5.3256704981	0.7263742929
628	73	695.0000100775	2.8419848109	8.1286549708	0.9100186899
403	191	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
565	331	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
999	788	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
49	1370	463.3333293178	2.6658935418	5.3256704981	0.7263742929
49	941	463.3333293178	2.6658935418	5.3256704981	0.7263742929
627	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
1382	536	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
678	272	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1384	474	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1280	595	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
891	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
1083	43	926.6665942322	2.9669235073	12.4107142857	1.0937967776
154	328	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1130	281	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
673	416	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
52	859	463.3333293178	2.6658935418	5.3256704981	0.7263742929
998	940	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
351	97	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1291	364	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
863	1306	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
57	1155	695.0000100775	2.8419848109	8.1286549708	0.9100186899
888	91	695.0000100775	2.8419848109	8.1286549708	0.9100186899
39	1350	463.3333293178	2.6658935418	5.3256704981	0.7263742929
806	90	695.0000100775	2.8419848109	8.1286549708	0.9100186899
37	37	154.4444502619	2.1887723072	1.7729591837	0.2486987376
282	586	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	1071	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
970	960	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
996	154	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
193	824	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	1175	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
62	604	695.0000100775	2.8419848109	8.1286549708	0.9100186899
42	1224	463.3333293178	2.6658935418	5.3256704981	0.7263742929
161	485	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
705	184	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
678	1021	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
200	596	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1011	493	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
992	1082	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
299	37	463.3333293178	2.6658935418	5.5158730159	0.7416142595
282	575	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
847	1307	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1026	39	463.3333293178	2.6658935418	5.3256704981	0.7263742929
641	1353	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
797	358	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
186	1019	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
888	25	694.9999617750	2.8419847807	9.3918918919	0.9727530849
883	180	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
48	1027	463.3333293178	2.6658935418	5.3256704981	0.7263742929
672	381	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
177	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
142	1085	695.0000100775	2.8419848109	8.1286549708	0.9100186899
175	62	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1146	567	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1122	1311	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1248	805	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1030	344	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
275	1221	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
744	692	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	1197	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1040	12	198.5714294792	2.2979167622	2.2383252818	0.3499232001
280	1044	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	1186	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
724	1301	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
84	351	695.0000100775	2.8419848109	8.1286549708	0.9100186899
82	413	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1370	1293	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
296	119	695.0000100775	2.8419848109	8.1286549708	0.9100186899
574	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
556	566	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1066	515	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
865	760	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
526	670	1389.9999235500	3.1430147764	19.3055555556	1.2856823038
996	947	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
19	309	278.0000001668	2.4440447962	3.1519274376	0.4985762108
5	743	185.3333205639	2.2679535069	2.3639455782	0.3736374742
0	898	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
16	402	231.6666646589	2.3648635461	2.6177024482	0.4179202792
229	5	370.6666411277	2.5689835026	6.3908045977	0.8055555390
423	782	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1150	773	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
555	784	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
348	410	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1182	1124	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1195	721	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
749	196	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
6	701	126.3636358007	2.1016221132	1.4300411523	0.1553485353
3	816	327.0588015299	2.5146258410	5.6161616162	0.7494395970
28	41	115.8333403799	2.0638335806	1.2290008842	0.0895521953
0	909	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
17	382	278.0000001668	2.4440447962	3.1519274376	0.4985762108
204	791	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
935	658	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
737	601	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
20	300	278.0000001668	2.4440447962	3.1519274376	0.4985762108
23	163	347.5000050388	2.5409548152	3.9601139601	0.5977076838
602	692	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1351	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
620	134	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1077	317	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1272	1096	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
561	609	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
15	400	397.1428313569	2.5989467277	5.1865671642	0.7148800062
12	493	198.5714294792	2.2979167622	2.2383252818	0.3499232001
1145	939	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1050	1198	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1079	299	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
716	1274	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
740	530	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	823	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
2	792	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
23	229	347.5000050388	2.5409548152	3.9601139601	0.5977076838
12	570	198.5714294792	2.2979167622	2.2383252818	0.3499232001
695	582	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
531	141	695.0000100775	2.8419848109	8.1286549708	0.9100186899
490	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
1257	163	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
370	1115	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
407	1322	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
566	399	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
917	1238	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1303	91	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1302	122	695.0000100775	2.8419848109	8.1286549708	0.9100186899
443	184	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1132	10	347.4999748497	2.5409547775	4.5129870130	0.6544640838
1167	268	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1209	254	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
231	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
747	203	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
8	716	277.9999808458	2.4440447660	3.5824742268	0.5541830747
1	801	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
22	150	347.5000050388	2.5409548152	3.9601139601	0.5977076838
1	933	99.2857073464	1.9968867342	1.2545126354	0.0984750399
955	1348	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
426	612	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
438	251	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
416	933	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
521	561	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
724	927	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
191	1128	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
2	781	154.4444335647	2.1887722602	1.9632768362	0.2929815426
997	35	463.3333293178	2.6658935418	5.3256704981	0.7263742929
952	175	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	922	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1280	925	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1335	563	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1350	98	695.0000100775	2.8419848109	8.1286549708	0.9100186899
616	313	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
358	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
456	1244	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1196	832	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1092	1305	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
991	144	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1078	429	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1083	1386	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1127	242	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
975	684	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
953	1366	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1262	1285	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1100	1068	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
363	1387	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
489	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1324	684	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
374	1002	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1300	162	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1308	90	695.0000100775	2.8419848109	8.1286549708	0.9100186899
524	424	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1153	647	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
56	1120	695.0000100775	2.8419848109	8.1286549708	0.9100186899
612	426	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1332	634	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
659	465	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1088	152	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
495	57	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1043	1338	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1133	12	198.5714294792	2.2979167622	2.2383252818	0.3499232001
1311	1054	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
152	434	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
150	507	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
611	446	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
593	1004	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
61	954	695.0000100775	2.8419848109	8.1286549708	0.9100186899
481	480	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1361	1242	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
561	521	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
533	1389	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
34	20	92.6666710158	1.9669235616	0.9781843772	-0.0095792777
33	51	154.4444502619	2.1887723072	1.8435013263	0.2656434544
132	1076	695.0000100775	2.8419848109	8.1286549708	0.9100186899
970	729	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
937	409	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
913	1153	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
853	1253	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1203	714	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1161	256	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1036	26	347.5000050388	2.5409548152	3.9601139601	0.5977076838
496	81	695.0000100775	2.8419848109	8.1286549708	0.9100186899
518	742	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1265	113	695.0000100775	2.8419848109	8.1286549708	0.9100186899
441	1369	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
34	42	154.4444502619	2.1887723072	1.6527942925	0.2182188045
894	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
1036	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
143	757	695.0000100775	2.8419848109	8.5802469136	0.9334997857
663	374	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	1010	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
7	824	126.3636358007	2.1016221132	1.4300411523	0.1553485353
0	1041	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
212	389	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
223	48	463.3333293178	2.6658935418	5.3256704981	0.7263742929
223	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
66	777	695.0000100775	2.8419848109	8.1286549708	0.9100186899
931	628	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
476	295	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	1085	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
5	930	92.6666667223	1.9669235415	1.0435435435	0.0185105754
35	0	27.8000000167	1.4440447962	0.3113799283	-0.5067093857
1140	929	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
526	483	1389.9999235500	3.1430147764	19.3055555556	1.2856823038
1270	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
786	952	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
494	110	695.0000100775	2.8419848109	8.1286549708	0.9100186899
976	587	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
755	164	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
729	970	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
806	343	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
704	490	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
75	454	695.0000100775	2.8419848109	16.3529411765	1.2135958745
59	950	695.0000100775	2.8419848109	8.1286549708	0.9100186899
265	111	695.0000100775	2.8419848109	8.1286549708	0.9100186899
716	8	277.9999808458	2.4440447660	3.5824742268	0.5541830747
856	1215	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1025	334	1389.9999235500	3.1430147764	22.0634920635	1.3436742508
0	1052	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
11	711	198.5714294792	2.2979167622	2.2712418301	0.3562633781
1	1021	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
758	93	695.0000100775	2.8419848109	8.1286549708	0.9100186899
675	1301	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
26	257	347.5000050388	2.5409548152	3.9601139601	0.5977076838
251	523	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1070	655	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1195	1039	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1221	233	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
445	1179	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
676	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
658	562	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
365	1138	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
758	16	231.6666646589	2.3648635461	2.6177024482	0.4179202792
813	71	1389.9999235500	3.1430147764	19.3055555556	1.2856823038
18	428	278.0000001668	2.4440447962	3.1519274376	0.4985762108
26	180	347.5000050388	2.5409548152	3.9601139601	0.5977076838
873	721	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1374	927	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
219	238	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1244	687	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
17	470	278.0000001668	2.4440447962	3.1519274376	0.4985762108
32	5	30.8888903386	1.4898023069	0.3238583411	-0.4896449130
445	12	198.5714294792	2.2979167622	2.2383252818	0.3499232001
402	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1208	65	695.0000100775	2.8419848109	8.5802469136	0.9334997857
1266	27	694.9999617750	2.8419847807	9.1447368421	0.9611712123
453	942	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
791	731	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
675	57	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1050	1242	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1149	694	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1129	1314	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
439	1387	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1124	159	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1273	1120	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
814	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
134	1135	695.0000100775	2.8419848109	8.1286549708	0.9100186899
9	696	154.4444454912	2.1887722938	1.7353308365	0.2393822842
883	444	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	851	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
658	639	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
275	1012	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
673	174	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
411	1055	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1240	822	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	999	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
0	1030	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
186	1206	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1208	98	695.0000100775	2.8419848109	8.1286549708	0.9100186899
541	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
401	66	695.0000100775	2.8419848109	8.1286549708	0.9100186899
493	240	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1146	765	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1071	569	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1238	917	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
500	1267	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
463	654	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
727	1010	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	988	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
14	585	198.5714294792	2.2979167622	2.2383252818	0.3499232001
262	116	695.0000100775	2.8419848109	8.5802469136	0.9334997857
992	14	198.5714294792	2.2979167622	2.2383252818	0.3499232001
719	3	81.7647060651	1.9125658798	0.9193121693	-0.0365369909
911	1270	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
947	154	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1104	823	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
758	38	463.3333293178	2.6658935418	5.3256704981	0.7263742929
12	636	198.5714294792	2.2979167622	2.2383252818	0.3499232001
0	1008	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
999	1063	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
581	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
439	165	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1171	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
806	277	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
469	490	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1181	946	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1177	1070	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
950	72	695.0000100775	2.8419848109	8.1286549708	0.9100186899
932	630	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
215	329	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
39	1384	463.3333293178	2.6658935418	5.3256704981	0.7263742929
725	599	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
897	130	695.0000100775	2.8419848109	8.1286549708	0.9100186899
890	347	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
898	99	695.0000100775	2.8419848109	8.1286549708	0.9100186899
237	109	695.0000100775	2.8419848109	8.1286549708	0.9100186899
10	1005	173.7499995005	2.2399248120	1.9800569801	0.2966776881
571	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
69	443	695.0000100775	2.8419848109	8.1286549708	0.9100186899
59	775	695.0000100775	2.8419848109	8.1286549708	0.9100186899
84	0	13.9000009744	1.1430148307	0.1469034031	-0.8329681434
3	1233	81.7647060651	1.9125658798	0.9193121693	-0.0365369909
477	88	695.0000100775	2.8419848109	8.1286549708	0.9100186899
298	276	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
130	621	695.0000100775	2.8419848109	8.1286549708	0.9100186899
122	869	695.0000100775	2.8419848109	8.1286549708	0.9100186899
42	2	25.7407419091	1.4106210601	0.2692754746	-0.5698032000
12	932	198.5714294792	2.2979167622	2.2383252818	0.3499232001
60	711	695.0000100775	2.8419848109	8.1286549708	0.9100186899
50	1021	463.3333293178	2.6658935418	5.3256704981	0.7263742929
910	983	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
